content,score,sentiment
agak ribet waktu logun mbangking,2,0
ganti device harus verifikasi wajah dan gagal terus kalo di match sama foto ktp sampe kapan pun ga bakal match karena foto ktp sy gelap verifikasi yg dulu harusnya udah cukup,1,0
susah verifikasinyalebih mudah aplikasi yg dulu,1,0
new update are very bad changging to a new phone and face verification always failed the dev are not quite ready yet dissapointed,2,0
fitur baru verifikasi wajah dan ektp tidak berfungsi dengan baik saya ga tau knp bisa terjadi demikian tapi mungkin karna alamat pada ktp saya kepanjangan tetapi pada kolom alamat di bca mobile malah kependekan sehingga membuat data tidak cocok,2,0
kalau memang harus ke cs knp harus di wajibkan untuk verifikasi ktp  wajah jika memang belum siap sistemnya jgn dipaksakan ke nasabah,1,0
ektp  face verification feature is not production ready always got verification failed error or a timeout after changing device what a shame because this apps used to be simple and easy to use,1,0
update terbaru saat verifikasi selfie karena ganti hp selalu gagal dan harus ke kantor cabang duhh,1,0
good,3,1
kok makin jelek ya tiba minta update trus re activasi lagi dan gagal mulu buang pulsar buat sms,1,0
info kurs sebaiknya dihilangkan saja apalagi dengan keterangan updating tanggal jam menit yang seakan akan valid update karena saat penukaran valas ke rp di teller nominalnya jauh sekali yang berlaku kurs suka suka kalian sendiri,1,0
keep improving,5,2
sangat membantu,5,2
otp ga kekirim,1,0
verifikasi wajah gagal terus telpon cs percuma  andai bisa kasih bintang negatif ,1,0
ok,5,2
ganti handphone install trus login ulang mobile banking bca diminta untuk verifikasi diri tapi eror harus verifikasi dikantor cabang nyusahin banget jadi useless nih aplikasi posisi saya diremote area yg kalo ke kantor bca bisa  jam sekali jalan,1,0
tolong buat data transaksi setiap harinya debit or credit yg bisa kami check setiap saat di app ini seperti bank sebelah thx,3,1
best,5,2
sekarang ribet pindah hp harus perbarui data terus dan harus datang ke bank tida bisa hanya melalui call center bca yg antriannya menghabiskan waktu berjamjam sedangkan mengurusnya cuma  menit selesai sangatsangat menghabiskan waktu sekali ribet,1,0
verifikasi data selalu gagal,1,0
cant select transfer w virtual account on new update,1,0
login ke akun sendiri pake ktp hape dan foto sendiri tapi verifikasi gagal aneh banget verifikasi liveness nya repot bgt perkara ganti device karena device lama hilang dear bca please fixx,1,0
thanx to make our life so much easier,5,2
makin ampas verifikasi gagal terus,1,0
verif wajah gagal mulu padahal kondisi terang dan jelas wajah saya,1,0
application apa sih ni sekali ganti hp mau login malah di suruh registrasi ulang di atm bca nomor hp yg di guna kankenapa harus begtusedang kan yg guna ni sangat jauh dari atm bcatolong di perbaiki sistemnya kenpa tdk bisa login bikin ribet aja sistem bcakalau begini terus bagus pindah bank aja,1,0
maaf ganti bintang  verifikasi wajah gagal harus ke cabang aplikasi gak pintar,1,0
pelayanan buat rekening baru saat video call tidak ramah,1,0
ini kok tampilan menunya jadi gede yak kurang enak dilihat jadinya,3,1
very good system,5,2
verifikasi wajah gagal terus waktu dlu m banking gampang sekarang verifikasi wajah gagal terus,1,0
mohon segera diupdate di tmbahkan layer keamanan untuk mencegah penipuan fileapk pada android,5,2
biar apa deh verifikasi gitu mana gagal mulu suruh input ulang bad ux banget,1,0
ribet mesti vermuk segala udah ga worthit mending geser ke bumn duitnya hp rusak kamera nya mesti beli hp baru dulu baru bisa dipake lg cacat bener bca,1,0
bca kok skrg ikutan bank sebelah ganti hpupdate software harus nelponsegalabenermengecewakan,1,0
kasih bintang  dlu  cuma ganti hp minta verifikasi wajah  sampe ke cs di bank pun verifikasi wajah masih gagal  alhasil udah semingguan ga bisa dipake ,1,0
apasih ini harus verifikasi ektp sama wajah di coba berkali gagal terus di kiranya ini muka pas masa sma sama dengan sekarang jadi ribet gini yah,1,0
memuaskan ,5,2
install ulang mbanking malah gak bs verifikasi  udh ke bca juga ktnya dr provider telp ke provider jg ktny oke jd solusinya gimana ,1,0
selfie verfication gagal muluu mesti ke kantor bca terdekat meski pake single sim card koneksi pake gsm sinyal mentok aplikasi terbaru tetep aja bapuukk padahal sempet ngmng ke orang kalo aplikasi bca itu paling bagus eh sama aja bapuk wkwkwkwkwkkw,1,0
verifikasi diri utk mbca gagal terus aplikasi tidak bisa digunakan,1,0
verifikasi jadi tambah ribet tapi aplikasi tidak memadai verifikasi gagal terus malah harus ke cabang terdekat,1,0
setelah update dan ada vermukknapa jadi ga bisa loginvermuk gagal trus,1,0
verifikasi error,1,0
gajagand,5,2
verifikasi log in masuk sudah x coba gagal ga bisa telfon halo bca udah habisi waktu sampe  min ga bantu juga ga ad solusi bank besar tapi kok nyusahin nasabah gimana ga pada pindah ke bank lain buang pulsa buang waktu buang effort cm buat verifikasi masuk k account sendiri tolong donk ini management bca dibaca kritik saran kita,1,0
udah login verifikasi otp gagal mulu bukannya berhasil masuk malah pulsa habis brengjing,1,0
coba dicek lagi transfer nya setiap transfer ada pemberitahuan mata uang yang anda pilih salah sangat menggangu terimakasih,5,2
great,5,2
bad face verification unresponsiveness and weird ive tried several times and stuck in there its good to use sms verification instead of using face but unresponsive lol,1,0
gangguan terus sabtu minggu susah loginnya,1,0
tampilan seharusnya diupdate misalnya saat transfer uang udah selayaknya ditampilkan berapa saldo efektif rekening,1,0
bca mobile excellent,5,2
surprisingly easy to use i am glad that the app is light responsive and reliable the old ui does not stop me from using it,5,2
hilangkan verifikasi ktp dan wajah kalaupun mau tetap ada buat yang benar,1,0
mau buka rek secara online koneksi selalu terputus padahal sinyal full tolong diperbaiki sy liat banyak yg kasusnya seperti sy,1,0
aplikasi gagal verifikasi gagal terus sudah dibawah matahari pun sama aja buang² waktu mesti ke kantor cabang,1,0
beli pulsa telkomsel tp tidak masuk bakal beli dari tokped utk next time,1,0
pelayanan buruk estatement rekening tidak diemail diminta via email ke cs tidak bisa diberikan dan estatement tsb tdk ada di bca mobile app sy maupun klikbca ,1,0
update semakin mundur untuk apalagi perlu verifikasi ktp el bukan nya pas buka rekening pake ktp el  so wierd pecat aja it nya dr kemarin error terus,1,0
sangat membantu,5,2
the new version has this kyc verificatin which always fail when taking selfie tried on two different devices but no luck this sucks and i need the service asap,1,0
fitur verifikasi wajahnya masih jelek banget mau verifikasi wajah aja gabisa merah terus masa kalah ama bawaan hp fitur verifikasi wajah nya,1,0
ktp udah ada foto udah bisa tapi kenapa aktivasi mbca harus di cabang bank terdekat saya dulu login mbca gak gini amat bintang ,1,0
hilangkan fitur verifikasilah jadi sulit gunain aplikasinya lagi,1,0
ok,5,2
kode otp verifikasi nya gk muncul,3,1
force close dua kali isi flazz dalam satu minggu yang sama  rb dan  gagal uang nya gak kembali kayaknya kalo isi diatas  error harus nunggu  hari setelah lapor ke halo bca,1,0
gagal verivikasi terus padahal data udh bener,2,0
good,5,2
menggunakan versi  kebawah saya aman² saja dalam semua fitur tapi setelah update malah nfc untuk flazz nya gabisa ada perubahan di apa ya kok bikin nfc saya seperti tidak berguna karena hanya loading dan stopped working ketika di tap dengan flazz,3,1
ketika ganti device dan download kembali verifikasinya ribet seperti lg daftar paylater aja pakai foto ktp foto orangnya dll buat apakah kan semua biodata udah disimpan saat daftar pertama kali,1,0
gagal verifikasi,1,0
mantul,5,2
pulsa kesedot terus,1,0
kenapa harus verified wajah,1,0
kenapa harus scan ktp  wajahkyk mau pinjol sajamenyusahkan gagal terus,1,0
pakai bca mobile versi terbaru bikin transaksi jadi senyaman itu itu cuma slogan omong kosong setelah update justru malah merepotkan masih harus ke bank untuk update data lagi,1,0
all good,5,2
okee,4,2
ganti device meskipun nomornya ga ganti ga bisa dilakukan sudah ke halobca tapi disuruh ke kantor cabang repot banget padahal digital banking lainnya sangat mudah,1,0
saat verifikasi selalu error padahal sudah kirim sms dan dapat balasan berhasil namun saat kembali ke aplikasi aplikasi kembali ke halaman utama tanpa verifikasi,4,2
bank paling mantap dalam segi apapun,5,2
untuk isi flazznya kok gak susah kebaca ya kartunya sejak update barusan jd ga bisa sdgkan palai aplikasi nfc lain bisa,4,2
oke,5,2
just always cannot face verifycation more than  times,1,0
best,5,2
jos,5,2
ribet bener mau pengaktifan ulang mbca di device baru baik cs tellon dan pihak cs bank langsung gak bisa bantu proses cepat padahal fitur bank dan kami nasabah merasa di persulit,1,0
ga bisa vverifikasi wajahh,1,0
sekarang harus vermuk ko tp gagal terus  gmna lg kalau perlu urgent jadi gak bisa digunakan,1,0
fitur oneklik yang memudahkan untuk modus penipuan dan tidak pernah ada broadcast dan email resmi tentang penipuan sehingga nasabah tidak aware dengan modus penipuan bca mobile sudah tidak seaman dan sebaik dahulu,1,0
lampu hijau tidak kunjung menyala jika aplikasi dibuka setelah ganti tab aplikasi lain,1,0
mulai  nov  login mbca harus dateng ke kantor untuk verifikasi ktp  harusnya cukup pakai cs videocall untuk memudahkan nasabah,3,1
im foreign i travel alotwhenever i try to use the app for urgent transactions they ask for registration again and again with sim card instead of just send a message and even if i try to go to the bank i have to stay in line takes  hours just for asking about registration  bro we are in  not in ,1,0
fitur verifikasi data kalo uninstall app baru nongol ya kalo emang blm stabil mending ga usah rilis dulu di prod yang gagal verifikasi berkali mau ga mau kudu balik lg ke cabang bca terdekat buat di verifikasi manual padahal udah aktif bca mobilenya mau secure tp nyusahin,1,0
aplikasi minta verifikasi ulang terus tiap coba verif menggunakan pulsa tapi proses gagal terus sedang kan pulsa berkurang,3,1
semenjak di update selalu gagal atau keluar sendiri ga pernah busa masuk ke akun dan itu sangat menyebalkan karna jd apa apa susah,1,0
di versi terbaru koq sudah tidak bisa nampilin qr code ,5,2
working as expected with no issue,5,2
tiba tiba keblokir pas bikin baru gabisa bisa padahal koneksi aman semua kode otp juga ga kekirim ribet cuma ngurus m banking doang,1,0
good,5,2
mengapa fitur qrku dihentikan apakah karena tidak familiar di kalangan boomer,4,2
sangatsangat tidak membantu,1,0
mau login aja buang pulsa sampe k,1,0
terima kasih bca dapat diandalkan  love it,5,2
ok,5,2
bagus,5,2
cs kartu kreditnya buruk hampir  menit dianggurin cuma disuruh nunggu di telfon permasalahan tidak selesai hanya menghabiskan pulsa saja,1,0
good,5,2
good,5,2
kak mau tanya kenapa sekarang g bisa save qrku sendiri yaa yg aku skrg gt soalnya apa g fitur itu dah ga bisa,4,2
baik,5,2
great app but the only problem is ui,5,2
good,5,2
setelah update menu qr code tidak ada tampilan show qr code,4,2
sekarang emang udah ngak bisa daftar m bca lewat aplikasinya langsung ya  harus ke atm,1,0
kok pas mau lihat qr sendiri tidak bisa ya,5,2
terutama untuk cabang itc surabayajuaji pol mit amitservice buruk bangettanda tangan klo mirip  sama ktp kan ya mestine gppmuka u aja dr umur thn ke thn pasti bedaapalagi tanda tanganmikir dong ,1,0
sangat terbantu,5,2
ini tomvol show qrnya dikemanain abis update,2,0
ribet bgt top up flazz hp uang kepotong dana tdk msuk hrs tlp k cs nya ud lama² tlp²an trus hrs kirim laporan pemakaian flazzwhatss pdhal ud dtg k bank nyaknpa sih ga tgl cek d kartu flazz nya aj sinkronisasi sm mutasi rekeningemg dasar bca mo untung bkin rugi waktu di nasabah sy anggap buang sial laah krna prosedur yg ribet,1,0
good apps  it easy to use i have been use this since  years ago and work really well ill give give  stars if can give me more experience than this well done,4,2
overall app berjalan dengan baik namun masukan saya mohon diberi fitur login dengan menggunakan biometric sehingga bisa lbh cepat dan aman,4,2
nice app,5,2
i love bca,5,2
berfungsi baik,5,2
tolong pengisian flazznya bisa melalui aplikasi bankingnya masa kalah dengan aplikasi lainnya terimakasih,4,2
as always great update more faster easy to login well done bca,5,2
potong pulsa terus menerus saya baru tahu bank bca begini,1,0
kudos ,5,2
,5,2
bagus,5,2
sekarang tidak ada show qr kita sendiri mengapa demikian,1,0
isi flazz lewat nfc error mulu,2,0
aplikasi butut banget verifikasiaktivasi aja susah bank segede bca masa aplikasi mobile bankingnya butut,1,0
gak jelas mau daftar m banking aja di persulit suruh ulangin trus pulsa kesedot mulu payah aplikasi nya,1,0
kecewa sekali dengan layanan mobilenya  kali registrasi ulang mobile bca respon aplikasi selalu silakan coba bbrp saat lagi sudah coba semua cara yg disarankan halobca gagal semua buang pulsa dan waktu aja,1,0
mudah dalam penggunaan gak ribet aman lagi,5,2
bagusbagus udah ada fitur qr sendiri jadi orang gampang transfer malah dihilangin kalaupun iya mau ganti ke qris fitur munculin qr milik kita sendiri juga ada dong ini malah nggak ada sama sekali sama aja bohong nggak guna,2,0
bagus dan keren,5,2
nggak nyaman pake aplikasi ini  ui sudah ketinggalan jaman ini ud tahun  pemakaiannya ribet  terlalu ribet untuk aktifasi fungsi financial  review historical transaksi cuman maximum  hari dan maksimal  hari kebelakang ini krusial buat saya beda sama aplikasi bank lain bebas bisa review transaksi kebelakang setahun atau lebih baru pake sebentar langsung illfeel mending pake ibank  token jadul aja untuk mobile apps tetep bank mandiri the best,1,0
easy to use its linked to many ewallets,5,2
nice,5,2
 stars for removing the qr feature thats all,2,0
great,4,2
its good,5,2
ini setelah update kenapa ga ada qr nya yah,1,0
sms verifikasi error pulsa ke kena ribu apakah memang ada yang update lain lagi,1,0
saya sungguh sangat kecewa dengan aplikasi bca mobile sebab sulit untuk transaksi dikarenakan lampu indikator selalu merah dan tidak mau berubah ke hijau padahal buka aplikasi lain saya bisa apakah sinyal harus benar² kuat untuk bisa merubah lampu indikator dari merah ke hijau,1,0
seharusnya fitur qrku untuk transfer antar rekening jangan diberhentikan jika alasannya untuk mendukung qris alihalih kenapa tidak dikonversi saja kode qrku yg sudah ada menjadi kode qris sayang sekali salah satu fitur andalan  sangat menarik yg membuat bca tampil beda selama ini malah dihilangkan hanya karena terkendala lisensi kode qr yg notabene aturan dasarnya adalah open source,1,0
verry recommend,5,2
untuk melihat qr code sendiri di menu sebelah mana yah,5,2
ill give a  stars if there is a fingerprint login for this app,3,1
excellent work thank you  sayang sekali qrku sudah ditutup sejak awal november  padahal akan lebih mudah jika bca menyediakan qr sendiri yang bisa discan pengguna lain saat ingin melakukan transfer,5,2
banyak gangguan,2,0
untuk yang ke x nya topup flazz gagal tapi saldo tetap terpotong fak,1,0
juaranya apps mobile banking ga ada false positive hp teroot simple semua fitur lancar ga banyak update kayak bank lain yg bikin crash,5,2
ga bisa top up flazz skrg biasa bisa jadi harus pake topes aja isi etoll ga pake flazz lgi apps cacat skrg udah sampe ganti hp karna ga bisa top up flazz masi tetep ga bisa emang appsnya aja cacat,1,0
seem okay i ll try,5,2
ini show barcode qris gmn ya kok sekarang g ada,3,1
tiba tiba gabisa cek saldo apalagi topup flazz gen  padahal kartu terbaca di samsung pay gen  bisa kebaca lancar tp gen  gagal mulu udah coba beragam kartu,3,1
sudah kembali bisa gunakan bca mobile dengan baik terima kasih,4,2
i cannot give my qr codeto those who are asking for it because the qr menu is jot in the home screen and when i click qris icon there is no show qr code on the display can somebody help thanks,2,0
appnya tidak bisa topup flazz di hp saya,3,1
please update the character asset ui,3,1
ok,5,2
at least its useful,4,2
kak tolong dong update apk agar tidak harus nempel dengan simcard saya kalo menggunnakan gadget yg hanya versi wifi ga bisa deh pake apk ini cukup veriffikasi via otp ke nomor terdaftar saja,5,2
sekarang tambah lemotpadahal di update terus,4,2
super aps,5,2
good application,5,2
saya kasi bintang  dulu saja karena belum ada menu pembayaran pajak seperti bank lain yang sudah lebih terdepan,4,2
saya tidak bisa melihat barcode qris saya sendiri apakah ada solusi,4,2
sebelumnya gak ada masalah  sekarang abis update malah jadi gada untuk show qr sendiri di menu qris nya jadi nyusahin untuk app nya saran saya ga usah di ubah  yang penting fungsinya,4,2
bad experience always ask to verification my sim card wasting time n energy,1,0
user interface sudah mulai outdated saatnya penyegaran untuk ui  ux nya really looking forward to it,3,1
error terus nih,4,2
di versi baru ini saya tdk menemukan nmr rekening sya yg ada dlm bntuk qr codebiasanya saya gunakan utk rekan sya yg mnta rekening sya lgsg share lewat halaman itudmn itu sekarang,5,2
verifikasi pulsanya udah ditarik tarik tapi ga dikasih otp ngeentoot,1,0
recently this app requires frequent verification which is annoying if need urgent transaction also verification will charge for the sms my condition is i use  sims but registered sim always active and located at slot  and data from another sim i contacted service center and bca advised not to use  sims and not connect to wifi how come in this modern time they advise that apps shall be more flexible and less rigid please improve your system,1,0
kenapa di android kalau kartu simcard selalu tidak bisa padahal di ios tidak ada masalah merepotkan sekali,1,0
barcode qris deposit tidak muncul,1,0
saya mau transfer ke bank lain kok gak bisa ya malah gangguan tolong di perbaiki karna saya mau transfer uang yg penting,1,0
kembalikan fitur qrku,1,0
today my mbca suddenly cant show my qris to customer for payment the button is disapearnot shown so my customer has to do manual transfer other function still works well this is very annoying especially on busy time when people wanna send money and you cant get it because the bad application,1,0
great,5,2
good,5,2
nfc hard to detect flazz card,2,0
kenapa sekarang minta verifikasi nomor ulang mulu sih dulu ga gini,3,1
habis update terbaru qr code nomor rekening sendiri ngga muncul kenapa,4,2
gak eye catching,1,0
applikasi cukup simple sayangnya informasi mutasi rekening hanya bisa dilihat satu bulan saja itupun harus per minggu  tidak bisa satu bulan sekaligus sementara aplikasi bank lain ada yg bisa melihat mutasi rekening  bulan kebelang harapan kami bca juga bisa melakukan hal yang sama,3,1
biasanya di update makin mudah sekarang makin sulit mau nyari rek sendiri aja ga ada orang techicalnya gmn ni contoh livin mandiri dong,1,0
dibanding aplikasi bank lain bca mobile keliatan jadul fitur juga kalah,1,0
i have no experience on bca,5,2
padahal sinyal bagus udah pake wifi tapi setiap kirim sms ada tulisan eror conection pulsa udah mencukupi padahal,1,0
b dulu semenjak update gak bisa nampilin kode qr lagi di hp saya padahal tadinya bisa kayaknya ngebug hp saya huawei nova t mohon segera di perbaiki,3,1
knapa qr gak bisa  padahal penting sekali,2,0
show qr tidak muncul tolong pencerahannya,3,1
show qr code nya kok ndak ada ya,5,2
kembalikan fitur scan qr  biar nggak terlalu banyak menyimpan daftar nama,1,0
kok abis update malah gak bisa show qr ya aneh,2,0
mantapp,5,2
sekelas bca uinya jelek banget transaksi agak ribet harus daftarin dulu rekening atau bank tujuan abis itu balik lagi ke menu daftar rkeningbank yg udah dibikin tadi tidak mulus gitu uiux nya masih kurang untuk ukuran bank bca ,3,1
terrible app cant show my qr to receive payments and there is no my account number in app on iphone all works,1,0
mutasi rekening hanya bisa dilihat  minggu maksimal,1,0
keren pelayanannya awesome,5,2
show qr didnt show up anymore after update please fix this bug ,2,0
merah terus,1,0
dari kemarin tidak bisa verifikasi bca mobile notifikasinya pulsa tidak cukup ada apa sesungguhnya,5,2
very good,5,2
aplikasi nya sangat membantu  pelayanan customer service nya memuaskan sekali ramah dan sopan santun nya luar biasa  attitude karyawan bca sangat sangat luar biasa bagus nya kalau ada rating saya mau kasih ,5,2
apa setiap setiap logout harus daftar ke atm lg,3,1
is this app from  bad usability and interface wrong logic no fingerprint no app notifications why i cant see my transfer history more then for  week please make a upgrade to ,1,0
bring back transfer qrisku ,1,0
males sering bgt ke log out udh ke log out susah masuk lagi ,1,0
masih belum bisa top up flazz,2,0
mohon segera di perbaiki biasanya saat saya menggunakan qris ada tanda seperti orang dibagian bawah yang bisa digunakan untuk menerima pembayaran tapi di aplikasi saya tiba  tiba hilang setelah update padahal fitur itu sangat membantu,2,0
ih maruk bgt masa trf qr ku diapuz jd org byr hrz pke qris deh dan kena ,1,0
qris barcode tidak ada setelah update,1,0
penghapusan qr ku untuk transfer antar rekening membuat semakin tidak nyaman dan efisien balik ke jaman ribet masih harus masukan daftar nomor rekening baru alig utk efisien malah tidak efisien karena kita butuh kecepatan waktu transfer bukan kembali swcara manual transfer parah,4,2
dark mode please thanks,5,2
awalnya sangat mudah untuk transfer sesama bca tanpa harus ngetik nomor rekening sekarang malah ribet harus ketik nomor rekening,1,0
ini barcode hilang atau gimana ,4,2
perlu prombakan total baik dr tampilan fasilitasrange histori data otorisasi maupun navigasi menunya kalah jauh dgn app bank sebelah mndr setelah aktivasi mbca statushistori trandaksi data tidak bs muncul di klik bca tidak ada data pd hal info ini sangat penting utk cek detailnya,1,0
semenjak update aplikasi top up flazz sering error  ngalamin lagi top up setelah masukan nominal dan mulai update saldo tiba tiba layar blank balik ke menu updated saldo di cek di mutasi rekening saldo tepotong dan saldo tidak masuk ke karti flazz nya kecewa ,1,0
easy to use and always innovative,5,2
qr dihilangkan musti ketiknrekeing satu tidak praktis,1,0
ini fitur bagimana si udah ngisi etol udah kepotong tapi saldonya ga masuk kalau sekali dua kali begini gapapa ini sering loh,1,0
easy transaction,5,2
cannot provide the solution for customer when facing the flazz balance after using this apps,1,0
its time for bca to radically overhaul the outdated user interface in a more modern style fingerprint scan emoney integration save payment transactions easy access menus and so much more do we really need an other keyboard,2,0
cannot login verification just loading,2,0
bagus,5,2
kenapa scan qr ke sesama rek tidak bisa lagipdhal lebih simple dan enak utk transfer dgn melalui scan qrku dan pdhal bwt yg berusaha tp blm memiliki qr code bnyak yg menggunakan qrku bca dan bs utk discan lgsng utk melakukan pembayaran ketika tdk ada pegang cash,3,1
very easy to use and very usable,5,2
qrku deleted,2,0
sejak update jd tidak bisa show qr,1,0
quaffed hi,5,2
udah gak bisa transfer metode tinggal scan ,1,0
halo admin ini gimana rekan saya tranfer ke saya pas saya cek di mutasi tidak ada dan uangnya tidak masuk sedangkan pihak traffenya sudah berhasil mohon penjasabya,1,0
qris memudahkan dalam pembayaran mengapa harus di nonaktifkan,1,0
selama saya pake app ini tdk ada masalah jd bikin simple dan mudah gak hrs ke atm lagi,5,2
ini knp qr bca to bca ga ada si setelah diupdate  padahalfitur qr mempercepat tranfer malah harus input manual,1,0
fast simple n secure,5,2
kirim code otp gagal terus sangat buruuk,1,0
sangat mudah dan bermanfaat,5,2
log in sering gagal dengan keterangan kartu sim yang dipakai tidak sesuai pada saat pendaftaran awal mbanking jadi harus uninstall install lagi baru bisa,2,0
for those of you who had major problem with this appcant login  device incompatible especially android x and some android x user downgrade your app to  version immediately update your bca mobile app after and only after they release proper update or if you dont want to downgrade then wait for proper update update  still cant use the app samsung a android  edit properly work,5,2
sudah tidak bisa qr lagi sesama bca,1,0
dear bca tolong kembalikan qr ku kalau pakai qris ribet mesti punya usaha padahal dengan qr ku sudah sangat membantu selama ini,4,2
sangat membantu dan baik,5,2
ada baiknya log outkeluar di halaman utama bisa diperjelas icon nya dan dikasih text log out karena bagi sebagian org gambar icon logout yg terlalu simple justru membingungkan atau bisa terlewatkan padahal penting juga thanks,4,2
saya mengalami x hal mengecewakan ketika mengisi paket data operator xl melalui bca mobile pertama tgl  oktober  dan kedua tgl  oktober  saya tinggal di bandung dan mengisi paket data xl untuk anak saya yang sedang kuliah di denpasar ternyata x pengisian paket data itu cuma memotong saldo di bca tapi paket datanya tidak sampai ke nomor hp anak saya,4,2
bca mobile is great,5,2
editing my review karena ternyata udah ada aplikasi mybca oke terima kasih infonya yang disayangkan promosi aplikasinya kurang luas padahal saya pengguna sosmed sangat aktif dan sering bertransaksi dengan bca sering juga ke cabang tapi malah baru tau setelah nulis review anyway well done,5,2
gak bisa regist di hp xiaomi parah,1,0
mau bikin rekening online authorizing verifikasi nya ngga bisa mulu pulsa udah berkurang terus,1,0
lama di verifikasi,1,0
awful experience always disconnecting,1,0
mau login gangguan terus pulsa kesedot k masih belum bisa juga,1,0
for the dev please just spit out the proper error message instead of handling all errors as poor internet you can even do a test connection to other site so we know is it ur api or our internet every retry is  premium sms already tried  times,1,0
ni bca mobile makin update makin parah sih semua jaringan mobile data bagus dan pake sim card  sesuai yg disuruh tp ya tetep di dia gak bs ngapain lampu indikator merah terus padahal buka banking aplikasi lain lancar jaya worst disaat org butuhnya transaksi pake bca dia ngulah almost all the time mending kaga usah update sana sini kalo makin jelek dulu oke aja nih keknya deh ,1,0
indikator merah terus bngsat,1,0
saya tidak pernah ganti simcard tp akhir ini sering bgt minta verivikasi ulang karna katanya nomor saya beda prosesnya jg sering gagal,3,1
easy  secure i like it,5,2
aplikasi sampah  kali saya coba setiap jam untuk verifikasi daftar sudah melalui atmno rekening aktif handphone sudah restart kartu sudah cabut pasang applikasi sudah re install internet sms menggunakan nomor kartu terdaftar dan terletak pada sim sudah hubungi cs juga infonya nomor sidah terdaftar dan rekening tidak ada masalah tapi saat verifikasi selalu ditulis sementara transaksi tidak dapat di proses silahkan ulangi beberapa saat lagi  bank segini gede aplikasi kayak sampah,1,0
ini kalau daftar lewat sms sering tidak bisa aneh,1,0
sy bayar ke richeese menggunakan atm tapi di richeese tidak dianggak masuk karena struk tidak keluar tetapi sy cek saldo berkurang dan ada transaksi pend dan sy tunjukkan ke pihak richeese tapi besoknya saya cek ternyata transaksi pend tersebut hilang dan saya jadi harus x ke richeese dan ke cs bca untuk memastikan bca mobile tidak terlalu membantu untuk mengecek kenapa transaksi pending bisa hilang dan ke cancel jadinya merugikan sy dan richeese,1,0
di rekening saya minus rp tp saya cek di history transaksi ga ada pengeluaran rp scammer bukan masalah nilai uang tp ini masalah keamanan rekening mohon ditindaklanjuti sementara saya kasih bintang  trm ksh,1,0
help our transactions most,5,2
error  please insert your sim card terus,1,0
kenapa selalu kartu sim tidak sesuai pdhl kartu saya gapernah tukar² hadeh,1,0
app crash on android  please check out this issue,5,2
good,5,2
aplikasinya tidak bisa digunakan di  hp dengan  nomer berbeda untuk  nomer rekening padahal pihak bca klaim  nomer rekening bisa digunakan untuk  nomer hp berbeda baru dipake untuk  nomer hp aja udah error nanya ke pihak bca cuma disuruh dicoba secara berkala udah x nyoba secara berkala masih gak bisa terus dengan message sementara transaksi tidak dapat di proses silahkan ulangi beberapa saat lagi padahal udah nyoba semua cara yang dikasih tau oleh pihak bca masih aja gabisa,1,0
tolong user interfacenya diubah karena sekarang hampir semua aplikasi dengan material design atau pun flat design menu klikbca dihilangkan saja karena itu hanya redirect ke web kecuali memang utk full mobile application dalam artian semua transaksi bisa langsung dr hp seperti mobile apps bank lain terimaksih,5,2
sulit bgt nyari info rincian kartu kredit di app bca even di web nya ga transparan huff lah,1,0
sering merah kalo pake wifi home harus ganti seluler dulu tiap mau make,5,2
muntasi mengapa laporan dibatasi hanya untuk tujuh hari saya berharap yang dimodifikasi menjadi lebih dari yang ditentukan serta kemungkinan membuka akun tanpa pergi ke bank dan juga menambahkan lebih dari satu nomor tepercaya ke akun,4,2
nice bca,5,2
apakah bisa mengaktifkan bca mobille di singapura,4,2
great,5,2
tambah login fingerprint donk,5,2
bad application i cant login mbanking,1,0
sering tiba minta verifikasi dgn alasan sim card berubah pdhl tdk kalau pas gak bawa atm kan apes ,3,1
fox mt,3,1
great  make easy for peoples not time go to bank,5,2
so easythanks a lot,5,2
nggak canggih biaya mahal,1,0
semua prosedur telah diikuti bahkan pihak halo bca sudah membantu tetapi aplikasi tetap bermasalah tidak bisa lanjut ke proses verifikasi walaupun sudah mengirimkan verifikasi lewat sms dan mendapatkan balasan dari bca no hp telah terdaftar kesimpulannya memang aplikasi mbanking yang bermasalah sementara transaksi sedang tidak dapat diproses silakan ulangi beberapa saat lagi selalu seperti itu notifikasi pada layar aplikasi,1,0
useful apps,5,2
mohon info kenapa aplikasinya setelah login muncul notif  kejadiannya setelah registrasi tidak setuju dengan tarif bulanan tks,3,1
love this app but some time need to upgrade first before using this app,5,2
setelah update terbaru setiap buka mbca selalu  sementara transaksi tidak dapat diproses silakan ulangi beberapa saat lagi ini kenapa yah,2,0
belakangan ini sim card sering banget ga kedetect oleh app jadi ga bisa akses akun masa bulan ini udh verifiasi ulang x padahal sim card ini ga pernah dilepas,1,0
seriously it ask twice for sms activation whats the purpose besides draining my fin phone credits huh you all need to rework this thing,2,0
aplikasi mbanking yang paling simpel dan gampang digunain,5,2
kaga usah pake indikatorindikatoran bisa ga sih,1,0
harap untuk data kartu kredit bca yg sudah ditutup namun masih tertera di aplikasi bca mobile bisa segera dihapus,3,1
falls hope sya pakek qr codenya kok malah gak bisa di thailand jadi malu dan harud cari money changer untuk bayar,1,0
